DateTime,D0,Ref,R20,R30
8/28/2012 20:50,-0.094069,-0.263491,-0.281034,-0.248701
8/28/2012 20:55,-0.0962274,-0.264445,-0.282294,-0.249483
8/28/2012 21:00,-0.0982068,-0.265374,-0.283566,-0.250223
8/28/2012 21:05,-0.0995901,-0.266099,-0.284479,-0.250844
8/28/2012 21:10,-0.100579,-0.266658,-0.285103,-0.251382
8/28/2012 21:15,-0.101612,-0.267232,-0.285788,-0.251921
8/28/2012 21:20,-0.102836,-0.267903,-0.286687,-0.252498
8/28/2012 21:25,-0.104293,-0.268686,-0.287799,-0.253133
8/28/2012 21:30,-0.106139,-0.26964,-0.289223,-0.253858
8/28/2012 21:35,-0.108195,-0.270716,-0.290849,-0.254642
8/28/2012 21:40,-0.109919,-0.271697,-0.292248,-0.255381
8/28/2012 21:45,-0.111018,-0.272437,-0.293145,-0.25601
8/28/2012 21:50,-0.111813,-0.273039,-0.293768,-0.256578
8/28/2012 21:55,-0.112839,-0.273724,-0.294593,-0.257177
8/28/2012 22:00,-0.114005,-0.274487,-0.295639,-0.257786
8/28/2012 22:05,-0.114803,-0.27512,-0.296474,-0.258315
8/28/2012 22:10,-0.115268,-0.275604,-0.297014,-0.258769
8/28/2012 22:15,-0.115801,-0.276095,-0.29757,-0.259229
8/28/2012 22:20,-0.116618,-0.276699,-0.298382,-0.259739
8/28/2012 22:25,-0.117707,-0.277426,-0.299459,-0.260308
8/28/2012 22:30,-0.119051,-0.278271,-0.300767,-0.260933
8/28/2012 22:35,-0.120466,-0.279165,-0.302156,-0.261578
8/28/2012 22:40,-0.121581,-0.279956,-0.303293,-0.262171
8/28/2012 22:45,-0.122195,-0.280551,-0.303969,-0.262675
8/28/2012 22:50,-0.122552,-0.281027,-0.304384,-0.263134
8/28/2012 22:55,-0.123103,-0.281563,-0.304939,-0.263623
8/28/2012 23:00,-0.123885,-0.282189,-0.305722,-0.264137
8/28/2012 23:05,-0.124451,-0.282735,-0.306392,-0.264597
8/28/2012 23:10,-0.124663,-0.283124,-0.306763,-0.264983
8/28/2012 23:15,-0.124813,-0.283467,-0.307028,-0.265349
8/28/2012 23:20,-0.125168,-0.283885,-0.307444,-0.265746
8/28/2012 23:25,-0.125724,-0.284393,-0.308071,-0.266177
8/28/2012 23:30,-0.126271,-0.284912,-0.308766,-0.266601
8/28/2012 23:35,-0.12642,-0.285282,-0.309205,-0.266941
8/28/2012 23:40,-0.125792,-0.285344,-0.309011,-0.267133
8/28/2012 23:45,-0.124489,-0.285123,-0.308163,-0.267208
8/28/2012 23:50,-0.123257,-0.284897,-0.307226,-0.2673
8/28/2012 23:55,-0.122776,-0.284939,-0.306815,-0.267514
8/29/2012 0:00,-0.122912,-0.285226,-0.306967,-0.26782
8/29/2012 0:05,-0.123074,-0.285535,-0.307239,-0.268121
8/29/2012 0:10,-0.122982,-0.285744,-0.30731,-0.268378
8/29/2012 0:15,-0.122904,-0.285945,-0.307331,-0.268642
8/29/2012 0:20,-0.123194,-0.286276,-0.307622,-0.268967
8/29/2012 0:25,-0.123886,-0.286768,-0.308284,-0.269358
8/29/2012 0:30,-0.124671,-0.287312,-0.309108,-0.269756
8/29/2012 0:35,-0.124963,-0.287686,-0.309632,-0.270055
8/29/2012 0:40,-0.124247,-0.287682,-0.30938,-0.270173
8/29/2012 0:45,-0.122649,-0.287322,-0.30834,-0.270142
8/29/2012 0:50,-0.121065,-0.286925,-0.307115,-0.270115
8/29/2012 0:55,-0.120304,-0.286807,-0.306431,-0.270213
8/29/2012 1:00,-0.120242,-0.286959,-0.306364,-0.270416
8/29/2012 1:05,-0.120355,-0.287193,-0.306511,-0.270648
8/29/2012 1:10,-0.120391,-0.287406,-0.306616,-0.270873
8/29/2012 1:15,-0.120487,-0.287637,-0.306735,-0.271114
8/29/2012 1:20,-0.120873,-0.28797,-0.307069,-0.271401
8/29/2012 1:25,-0.121532,-0.288407,-0.307674,-0.271725
8/29/2012 1:30,-0.122116,-0.288828,-0.308331,-0.272016
8/29/2012 1:35,-0.12184,-0.288952,-0.308455,-0.272141
8/29/2012 1:40,-0.119964,-0.288498,-0.307419,-0.271983
8/29/2012 1:45,-0.116698,-0.287505,-0.30521,-0.271589
8/29/2012 1:50,-0.113482,-0.286457,-0.302823,-0.271188
8/29/2012 1:55,-0.111689,-0.285861,-0.301388,-0.270985
8/29/2012 2:00,-0.111098,-0.285715,-0.30095,-0.270959
8/29/2012 2:05,-0.110897,-0.28574,-0.300914,-0.271003
8/29/2012 2:10,-0.110807,-0.285815,-0.300965,-0.271079
8/29/2012 2:15,-0.11091,-0.28596,-0.301136,-0.271202
8/29/2012 2:20,-0.111449,-0.286246,-0.301613,-0.271392
8/29/2012 2:25,-0.112374,-0.286671,-0.302435,-0.271632
8/29/2012 2:30,-0.113235,-0.287084,-0.30334,-0.271835
8/29/2012 2:35,-0.112992,-0.28714,-0.303619,-0.271831
8/29/2012 2:40,-0.110682,-0.286488,-0.302513,-0.271471
8/29/2012 2:45,-0.106575,-0.285181,-0.300043,-0.270802
8/29/2012 2:50,-0.10248,-0.283791,-0.29738,-0.270116
8/29/2012 2:55,-0.100001,-0.282899,-0.295735,-0.269653
8/29/2012 3:00,-0.0987127,-0.282457,-0.295051,-0.269373
8/29/2012 3:05,-0.0977954,-0.282187,-0.294713,-0.269176
8/29/2012 3:10,-0.0972406,-0.282041,-0.294579,-0.26906
8/29/2012 3:15,-0.0970627,-0.282032,-0.294641,-0.269032
8/29/2012 3:20,-0.0972488,-0.282143,-0.29492,-0.269063
8/29/2012 3:25,-0.0975524,-0.2823,-0.295359,-0.269101
8/29/2012 3:30,-0.0974194,-0.28233,-0.295705,-0.269042
8/29/2012 3:35,-0.095569,-0.281838,-0.295203,-0.268669
8/29/2012 3:40,-0.0907292,-0.280414,-0.293035,-0.267792
8/29/2012 3:45,-0.0834697,-0.278175,-0.289378,-0.266501
8/29/2012 3:50,-0.0767342,-0.275953,-0.285759,-0.26524
8/29/2012 3:55,-0.0728,-0.274509,-0.283595,-0.26437
8/29/2012 4:00,-0.0705407,-0.27369,-0.282573,-0.263785
8/29/2012 4:05,-0.0689427,-0.273135,-0.281947,-0.263356
8/29/2012 4:10,-0.0682651,-0.272875,-0.281723,-0.263119
8/29/2012 4:15,-0.0684174,-0.272913,-0.281897,-0.263066
8/29/2012 4:20,-0.0691519,-0.273136,-0.282377,-0.263113
8/29/2012 4:25,-0.0698332,-0.273357,-0.28298,-0.263148
8/29/2012 4:30,-0.069738,-0.273342,-0.283348,-0.263019
8/29/2012 4:35,-0.0672185,-0.272614,-0.282627,-0.262437
8/29/2012 4:40,-0.0611915,-0.270791,-0.280054,-0.261218
8/29/2012 4:45,-0.0534168,-0.268274,-0.276149,-0.259613
8/29/2012 4:50,-0.0474801,-0.266146,-0.272771,-0.258248
8/29/2012 4:55,-0.0445688,-0.264991,-0.271076,-0.257408
8/29/2012 5:00,-0.0424873,-0.264286,-0.270246,-0.256837
8/29/2012 5:05,-0.0407676,-0.263707,-0.269665,-0.25644
8/29/2012 5:10,-0.0403878,-0.263515,-0.269561,-0.256312
8/29/2012 5:15,-0.0411412,-0.263714,-0.26987,-0.256397
8/29/2012 5:20,-0.0422163,-0.264029,-0.270248,-0.256513
8/29/2012 5:25,-0.0429104,-0.264232,-0.270572,-0.256501
8/29/2012 5:30,-0.0428287,-0.264191,-0.270723,-0.25627
8/29/2012 5:35,-0.0400762,-0.263431,-0.269925,-0.255676
8/29/2012 5:40,-0.0344579,-0.261764,-0.267627,-0.25463
8/29/2012 5:45,-0.0285594,-0.259862,-0.264658,-0.253449
8/29/2012 5:50,-0.0249829,-0.258582,-0.262452,-0.252592
8/29/2012 5:55,-0.0239062,-0.258121,-0.26153,-0.252128
8/29/2012 6:00,-0.0228563,-0.257857,-0.261319,-0.251777
8/29/2012 6:05,-0.0221876,-0.257655,-0.261382,-0.251511
8/29/2012 6:10,-0.0229895,-0.257839,-0.262061,-0.251489
8/29/2012 6:15,-0.0245616,-0.258295,-0.26309,-0.251633
8/29/2012 6:20,-0.0261312,-0.258738,-0.264059,-0.251729
8/29/2012 6:25,-0.0271031,-0.259009,-0.264887,-0.251681
8/29/2012 6:30,-0.0268545,-0.258915,-0.265257,-0.251388
8/29/2012 6:35,-0.0241742,-0.258153,-0.264641,-0.250688
8/29/2012 6:40,-0.0192464,-0.256709,-0.262887,-0.249618
8/29/2012 6:45,-0.0144003,-0.255167,-0.260706,-0.248524
8/29/2012 6:50,-0.0117954,-0.254231,-0.25944,-0.247791
8/29/2012 6:55,-0.0107446,-0.253873,-0.259245,-0.247386
8/29/2012 7:00,-0.00936158,-0.253554,-0.259053,-0.247001
8/29/2012 7:05,-0.0085034,-0.25331,-0.258922,-0.246698
8/29/2012 7:10,-0.00899628,-0.253438,-0.259337,-0.246623
8/29/2012 7:15,-0.00997797,-0.25376,-0.260021,-0.246649
8/29/2012 7:20,-0.0106101,-0.253979,-0.260551,-0.246615
8/29/2012 7:25,-0.0103174,-0.253935,-0.260844,-0.246434
8/29/2012 7:30,-0.0088681,-0.253532,-0.260666,-0.246023
8/29/2012 7:35,-0.00524562,-0.252573,-0.259564,-0.245282
8/29/2012 7:40,4.09E-05,-0.251104,-0.257495,-0.244297
8/29/2012 7:45,0.00449766,-0.249728,-0.255344,-0.243449
8/29/2012 7:50,0.00657955,-0.249038,-0.254171,-0.243031
8/29/2012 7:55,0.00725875,-0.248918,-0.253677,-0.242881
8/29/2012 8:00,0.00828576,-0.248808,-0.253312,-0.242705
8/29/2012 8:05,0.00887206,-0.248739,-0.253163,-0.242619
8/29/2012 8:10,0.00848961,-0.248929,-0.253474,-0.24274
8/29/2012 8:15,0.0079569,-0.249198,-0.254028,-0.242905
8/29/2012 8:20,0.00778508,-0.249334,-0.254228,-0.242936
8/29/2012 8:25,0.00824177,-0.249266,-0.254025,-0.242767
8/29/2012 8:30,0.0101127,-0.248785,-0.253271,-0.242301
8/29/2012 8:35,0.0140134,-0.247678,-0.251616,-0.241458
8/29/2012 8:40,0.0191359,-0.246072,-0.24925,-0.240432
8/29/2012 8:45,0.0231086,-0.244634,-0.247128,-0.239653
8/29/2012 8:50,0.0241943,-0.244135,-0.246182,-0.239379
8/29/2012 8:55,0.024078,-0.244311,-0.246186,-0.239406
8/29/2012 9:00,0.0242077,-0.244497,-0.246222,-0.23942
8/29/2012 9:05,0.0240765,-0.244671,-0.246232,-0.239502
8/29/2012 9:10,0.0232903,-0.245019,-0.246564,-0.239724
8/29/2012 9:15,0.0223335,-0.245438,-0.247103,-0.239944
8/29/2012 9:20,0.0219401,-0.245665,-0.247619,-0.240034
8/29/2012 9:25,0.02187,-0.24571,-0.247931,-0.239963
8/29/2012 9:30,0.0227269,-0.245479,-0.247908,-0.23964
8/29/2012 9:35,0.0251876,-0.244754,-0.247019,-0.239037
8/29/2012 9:40,0.0283959,-0.243672,-0.245249,-0.238366
8/29/2012 9:45,0.0303745,-0.242875,-0.243863,-0.237952
8/29/2012 9:50,0.0304136,-0.242797,-0.243605,-0.237946
8/29/2012 9:55,0.0299999,-0.243077,-0.244007,-0.238094
8/29/2012 10:00,0.0302697,-0.243167,-0.244142,-0.238103
8/29/2012 10:05,0.0305508,-0.243132,-0.24401,-0.238093
8/29/2012 10:10,0.0305895,-0.243143,-0.244011,-0.23811
8/29/2012 10:15,0.0308094,-0.243088,-0.243906,-0.238048
8/29/2012 10:20,0.031659,-0.242807,-0.24373,-0.237825
8/29/2012 10:25,0.0329877,-0.242306,-0.243474,-0.237404
8/29/2012 10:30,0.0353862,-0.241478,-0.242666,-0.236706
8/29/2012 10:35,0.0396402,-0.239972,-0.240954,-0.235649
8/29/2012 10:40,0.0441002,-0.238109,-0.238465,-0.23449
8/29/2012 10:45,0.0468929,-0.23674,-0.236224,-0.233681
8/29/2012 10:50,0.0477268,-0.236241,-0.23534,-0.233366
8/29/2012 10:55,0.0481603,-0.236162,-0.23518,-0.233228
8/29/2012 11:00,0.0493208,-0.235843,-0.234854,-0.232984
8/29/2012 11:05,0.050408,-0.235404,-0.23418,-0.232703
8/29/2012 11:10,0.0514229,-0.235003,-0.233479,-0.23244
8/29/2012 11:15,0.052651,-0.23452,-0.232813,-0.232081
8/29/2012 11:20,0.0543343,-0.233811,-0.231912,-0.231579
8/29/2012 11:25,0.0560649,-0.233004,-0.231062,-0.230981
8/29/2012 11:30,0.058543,-0.231955,-0.229769,-0.230168
8/29/2012 11:35,0.0620629,-0.230377,-0.227704,-0.229085
8/29/2012 11:40,0.0653871,-0.228655,-0.22504,-0.227991
8/29/2012 11:45,0.067583,-0.22738,-0.222729,-0.227273
8/29/2012 11:50,0.068485,-0.226796,-0.221832,-0.226948
8/29/2012 11:55,0.0692823,-0.226466,-0.22152,-0.226678
8/29/2012 12:00,0.0702461,-0.226005,-0.220825,-0.226304
8/29/2012 12:05,0.071148,-0.225519,-0.220081,-0.225955
8/29/2012 12:10,0.0720613,-0.225019,-0.219589,-0.225618
8/29/2012 12:15,0.0729837,-0.224496,-0.218979,-0.225183
8/29/2012 12:20,0.0741735,-0.22385,-0.218288,-0.224664
8/29/2012 12:25,0.0756036,-0.223043,-0.217526,-0.224028
8/29/2012 12:30,0.0776734,-0.221929,-0.216342,-0.223182
8/29/2012 12:35,0.080116,-0.220482,-0.21451,-0.222184
8/29/2012 12:40,0.0819202,-0.219187,-0.212467,-0.221333
8/29/2012 12:45,0.0826318,-0.218488,-0.211442,-0.220863
8/29/2012 12:50,0.0826382,-0.218302,-0.211421,-0.220646
8/29/2012 12:55,0.0828566,-0.218131,-0.211409,-0.220375
8/29/2012 13:00,0.0833607,-0.217718,-0.211087,-0.21999
8/29/2012 13:05,0.0838114,-0.217272,-0.210768,-0.219606
8/29/2012 13:10,0.0843337,-0.216824,-0.21047,-0.219223
8/29/2012 13:15,0.0849836,-0.216296,-0.21,-0.218789
8/29/2012 13:20,0.0856917,-0.215725,-0.209431,-0.218279
8/29/2012 13:25,0.0864448,-0.215123,-0.2089,-0.217723
8/29/2012 13:30,0.0871384,-0.21452,-0.208356,-0.217199
8/29/2012 13:35,0.0873343,-0.214132,-0.208012,-0.216899
8/29/2012 13:40,0.0867445,-0.214223,-0.208129,-0.216916
8/29/2012 13:45,0.0859185,-0.214605,-0.208516,-0.217064
8/29/2012 13:50,0.0856344,-0.214746,-0.208583,-0.217033
8/29/2012 13:55,0.0859794,-0.214433,-0.208165,-0.216711
8/29/2012 14:00,0.0864861,-0.213908,-0.207629,-0.216259
8/29/2012 14:05,0.0870365,-0.213376,-0.207172,-0.215825
8/29/2012 14:10,0.0879102,-0.212717,-0.206517,-0.215295
8/29/2012 14:15,0.0891245,-0.211852,-0.205347,-0.214584
8/29/2012 14:20,0.0907419,-0.21074,-0.203727,-0.2137
8/29/2012 14:25,0.0924614,-0.209451,-0.20199,-0.212718
8/29/2012 14:30,0.0938224,-0.208278,-0.200655,-0.21184
8/29/2012 14:35,0.0943342,-0.207581,-0.199978,-0.211264
8/29/2012 14:40,0.0941767,-0.207456,-0.199926,-0.211041
8/29/2012 14:45,0.0941907,-0.207397,-0.199927,-0.210876
8/29/2012 14:50,0.0946637,-0.207032,-0.199463,-0.210498
8/29/2012 14:55,0.0954277,-0.206399,-0.198631,-0.209939
8/29/2012 15:00,0.0961268,-0.205744,-0.19778,-0.209353
8/29/2012 15:05,0.0968001,-0.205166,-0.197205,-0.208785
8/29/2012 15:10,0.0977881,-0.204459,-0.196568,-0.208111
8/29/2012 15:15,0.0990577,-0.203516,-0.195529,-0.207311
8/29/2012 15:20,0.100359,-0.202451,-0.194125,-0.206427
8/29/2012 15:25,0.100919,-0.201677,-0.193117,-0.205749
8/29/2012 15:30,0.0998286,-0.201939,-0.19367,-0.20569
8/29/2012 15:35,0.0971192,-0.203464,-0.196336,-0.206442
8/29/2012 15:40,0.0940384,-0.205567,-0.199935,-0.207525
8/29/2012 15:45,0.0924011,-0.206955,-0.20238,-0.208152
8/29/2012 15:50,0.0921138,-0.207222,-0.203041,-0.208156
8/29/2012 15:55,0.0921816,-0.207035,-0.202834,-0.207879
8/29/2012 16:00,0.0923382,-0.206766,-0.202603,-0.207558
8/29/2012 16:05,0.0926749,-0.20642,-0.202349,-0.207162
8/29/2012 16:10,0.0934954,-0.205817,-0.201717,-0.206599
8/29/2012 16:15,0.0947711,-0.204892,-0.200704,-0.205841
8/29/2012 16:20,0.0962886,-0.203697,-0.199271,-0.204939
8/29/2012 16:25,0.0970908,-0.202715,-0.198039,-0.204255
8/29/2012 16:30,0.096158,-0.202759,-0.198206,-0.204285
8/29/2012 16:35,0.0936825,-0.20404,-0.200195,-0.205101
8/29/2012 16:40,0.0914206,-0.205583,-0.202666,-0.206018
8/29/2012 16:45,0.0907664,-0.206194,-0.203776,-0.206367
8/29/2012 16:50,0.0910284,-0.205911,-0.203396,-0.206196
8/29/2012 16:55,0.091393,-0.205443,-0.202635,-0.205919
8/29/2012 17:00,0.09194,-0.204918,-0.201815,-0.205598
8/29/2012 17:05,0.0928002,-0.204233,-0.2008,-0.205176
8/29/2012 17:10,0.0938623,-0.203389,-0.199556,-0.204679
8/29/2012 17:15,0.0948656,-0.202546,-0.198196,-0.204145
8/29/2012 17:20,0.0954564,-0.20186,-0.196908,-0.203719
8/29/2012 17:25,0.0942444,-0.202071,-0.196895,-0.203955
8/29/2012 17:30,0.0900436,-0.204166,-0.199573,-0.205435
8/29/2012 17:35,0.083769,-0.207871,-0.204702,-0.207876
8/29/2012 17:40,0.0782234,-0.211454,-0.209964,-0.210145
8/29/2012 17:45,0.0754731,-0.21341,-0.212884,-0.211393
8/29/2012 17:50,0.0743783,-0.21398,-0.213549,-0.211915
8/29/2012 17:55,0.0734818,-0.214252,-0.213703,-0.212288
8/29/2012 18:00,0.0730034,-0.214394,-0.213727,-0.212506
8/29/2012 18:05,0.073178,-0.214225,-0.21327,-0.212463
8/29/2012 18:10,0.0739337,-0.213719,-0.212267,-0.212205
8/29/2012 18:15,0.074929,-0.213024,-0.211061,-0.21184
8/29/2012 18:20,0.0754922,-0.212393,-0.209969,-0.211562
8/29/2012 18:25,0.0737071,-0.212706,-0.21008,-0.211962
8/29/2012 18:30,0.0682758,-0.214859,-0.212819,-0.213573
8/29/2012 18:35,0.0604848,-0.218392,-0.217828,-0.216004
8/29/2012 18:40,0.0537391,-0.221652,-0.222654,-0.21817
8/29/2012 18:45,0.050178,-0.223403,-0.225148,-0.219396
8/29/2012 18:50,0.0479174,-0.224123,-0.2259,-0.220056
8/29/2012 18:55,0.0455466,-0.224784,-0.226622,-0.220681
8/29/2012 19:00,0.0439927,-0.225272,-0.227109,-0.221143
8/29/2012 19:05,0.043433,-0.225362,-0.226919,-0.221335
8/29/2012 19:10,0.0432413,-0.22524,-0.226381,-0.221406
8/29/2012 19:15,0.0427272,-0.225211,-0.226057,-0.221537
8/29/2012 19:20,0.0414542,-0.225424,-0.226087,-0.221837
8/29/2012 19:25,0.0374718,-0.226433,-0.22722,-0.222669
8/29/2012 19:30,0.0293073,-0.228857,-0.230625,-0.224361
8/29/2012 19:35,0.0183528,-0.2323,-0.235825,-0.226607
8/29/2012 19:40,0.00837846,-0.235454,-0.240653,-0.228612
8/29/2012 19:45,0.00210414,-0.237356,-0.243385,-0.229879
8/29/2012 19:50,-0.00187452,-0.238256,-0.244404,-0.230621
8/29/2012 19:55,-0.00572554,-0.238973,-0.245151,-0.231284
8/29/2012 20:00,-0.00874911,-0.23956,-0.245702,-0.231855
8/29/2012 20:05,-0.0106775,-0.239851,-0.245769,-0.232247
8/29/2012 20:10,-0.0120479,-0.239959,-0.245588,-0.232537
8/29/2012 20:15,-0.0137273,-0.240132,-0.245538,-0.232852
8/29/2012 20:20,-0.0158619,-0.240469,-0.245752,-0.233255
8/29/2012 20:25,-0.0196565,-0.241256,-0.246716,-0.233928
8/29/2012 20:30,-0.0262501,-0.242905,-0.249196,-0.235095
8/29/2012 20:35,-0.0346736,-0.245298,-0.252989,-0.236649
8/29/2012 20:40,-0.0423142,-0.247647,-0.256702,-0.23816
8/29/2012 20:45,-0.0475183,-0.249284,-0.259138,-0.239283
8/29/2012 20:50,-0.0511503,-0.250317,-0.260492,-0.240107
8/29/2012 20:55,-0.05487,-0.251318,-0.261824,-0.2409
8/29/2012 21:00,-0.0582111,-0.252301,-0.263173,-0.241648
8/29/2012 21:05,-0.0605771,-0.253005,-0.264062,-0.242239
8/29/2012 21:10,-0.0623733,-0.253504,-0.264632,-0.242728
8/29/2012 21:15,-0.0643874,-0.254067,-0.265358,-0.243239
8/29/2012 21:20,-0.0667598,-0.254803,-0.266426,-0.243821
8/29/2012 21:25,-0.0697043,-0.255781,-0.26794,-0.244532
8/29/2012 21:30,-0.0737251,-0.257172,-0.270222,-0.245473
8/29/2012 21:35,-0.0785827,-0.258955,-0.273204,-0.246622
8/29/2012 21:40,-0.0831173,-0.260735,-0.276129,-0.247768
8/29/2012 21:45,-0.0863731,-0.262111,-0.278239,-0.248708
8/29/2012 21:50,-0.0885455,-0.263075,-0.279535,-0.249448
8/29/2012 21:55,-0.0905594,-0.263948,-0.28068,-0.250139
8/29/2012 22:00,-0.0924164,-0.264798,-0.281849,-0.250796
8/29/2012 22:05,-0.0936092,-0.26543,-0.282654,-0.251333
8/29/2012 22:10,-0.0942908,-0.265853,-0.283084,-0.251765
8/29/2012 22:15,-0.0949588,-0.266256,-0.283486,-0.252186
8/29/2012 22:20,-0.0958493,-0.26675,-0.284088,-0.252646
8/29/2012 22:25,-0.0969318,-0.267342,-0.284871,-0.253151
8/29/2012 22:30,-0.0983049,-0.268054,-0.285853,-0.25372
8/29/2012 22:35,-0.0998147,-0.268844,-0.286949,-0.254326
8/29/2012 22:40,-0.100968,-0.269528,-0.28781,-0.25488
8/29/2012 22:45,-0.101489,-0.269977,-0.288191,-0.255327
8/29/2012 22:50,-0.101742,-0.270308,-0.28833,-0.255723
8/29/2012 22:55,-0.102341,-0.270756,-0.288732,-0.256168
8/29/2012 23:00,-0.103249,-0.27134,-0.289473,-0.256651
8/29/2012 23:05,-0.103878,-0.271844,-0.290107,-0.257074
8/29/2012 23:10,-0.104145,-0.272198,-0.290462,-0.257423
8/29/2012 23:15,-0.104444,-0.272543,-0.290818,-0.257771
8/29/2012 23:20,-0.105047,-0.272999,-0.291421,-0.258167
8/29/2012 23:25,-0.105878,-0.27356,-0.292247,-0.258608
8/29/2012 23:30,-0.106796,-0.274173,-0.293166,-0.259069
8/29/2012 23:35,-0.107519,-0.274735,-0.293965,-0.259495
8/29/2012 23:40,-0.107669,-0.275092,-0.29434,-0.259822
8/29/2012 23:45,-0.10724,-0.275223,-0.294229,-0.260051
8/29/2012 23:50,-0.106812,-0.275335,-0.294064,-0.260285
8/29/2012 23:55,-0.106997,-0.275665,-0.294362,-0.260618
8/30/2012 0:00,-0.107699,-0.276199,-0.295117,-0.261029
8/30/2012 0:05,-0.108291,-0.276707,-0.295855,-0.261412
8/30/2012 0:10,-0.108552,-0.27708,-0.296323,-0.261729
8/30/2012 0:15,-0.108809,-0.277429,-0.296732,-0.26204
8/30/2012 0:20,-0.109359,-0.277878,-0.297339,-0.262403
8/30/2012 0:25,-0.110154,-0.278426,-0.298168,-0.262808
8/30/2012 0:30,-0.110901,-0.278974,-0.299028,-0.263205
8/30/2012 0:35,-0.111121,-0.279337,-0.299545,-0.263502
8/30/2012 0:40,-0.110377,-0.279341,-0.299323,-0.263626
8/30/2012 0:45,-0.108827,-0.279025,-0.2984,-0.263615
8/30/2012 0:50,-0.107383,-0.27871,-0.297397,-0.263624
8/30/2012 0:55,-0.106843,-0.278703,-0.297008,-0.263778
8/30/2012 1:00,-0.107061,-0.278985,-0.297249,-0.264051
8/30/2012 1:05,-0.107348,-0.279315,-0.297635,-0.264333
8/30/2012 1:10,-0.107341,-0.279542,-0.297821,-0.264569
8/30/2012 1:15,-0.107299,-0.279739,-0.29792,-0.264803
8/30/2012 1:20,-0.107586,-0.280042,-0.298202,-0.265092
8/30/2012 1:25,-0.108247,-0.280488,-0.298775,-0.265441
8/30/2012 1:30,-0.108929,-0.280961,-0.299452,-0.265783
8/30/2012 1:35,-0.108901,-0.281201,-0.299738,-0.265991
8/30/2012 1:40,-0.107555,-0.28097,-0.299106,-0.265963
8/30/2012 1:45,-0.10515,-0.280327,-0.297577,-0.265752
8/30/2012 1:50,-0.102882,-0.279676,-0.295958,-0.265556
8/30/2012 1:55,-0.101715,-0.279382,-0.295049,-0.265527
8/30/2012 2:00,-0.101391,-0.279405,-0.294818,-0.265631
8/30/2012 2:05,-0.10131,-0.279534,-0.294833,-0.265779
8/30/2012 2:10,-0.10123,-0.279674,-0.294853,-0.265934
8/30/2012 2:15,-0.101275,-0.279853,-0.294928,-0.266116
8/30/2012 2:20,-0.101629,-0.280133,-0.295213,-0.266345
8/30/2012 2:25,-0.102207,-0.280492,-0.29571,-0.266602
8/30/2012 2:30,-0.102504,-0.280769,-0.296132,-0.266793
8/30/2012 2:35,-0.10146,-0.280608,-0.295771,-0.266745
8/30/2012 2:40,-0.0982193,-0.279704,-0.293953,-0.26632
8/30/2012 2:45,-0.0933299,-0.278182,-0.290912,-0.265606
8/30/2012 2:50,-0.0889232,-0.276723,-0.287985,-0.26493
8/30/2012 2:55,-0.0865536,-0.275891,-0.286359,-0.264535
8/30/2012 3:00,-0.0855235,-0.275565,-0.285801,-0.264355
8/30/2012 3:05,-0.0849857,-0.275439,-0.285646,-0.264268
8/30/2012 3:10,-0.0847573,-0.275423,-0.285654,-0.264249
8/30/2012 3:15,-0.0849031,-0.275534,-0.285842,-0.264305
8/30/2012 3:20,-0.0855507,-0.275798,-0.28633,-0.264439
8/30/2012 3:25,-0.0865904,-0.276189,-0.287147,-0.264625
8/30/2012 3:30,-0.0875457,-0.276562,-0.288065,-0.264772
8/30/2012 3:35,-0.0871861,-0.27655,-0.288352,-0.264688
8/30/2012 3:40,-0.0846084,-0.27583,-0.287318,-0.264228
8/30/2012 3:45,-0.0805066,-0.274561,-0.285223,-0.263503
8/30/2012 3:50,-0.0770695,-0.273406,-0.283305,-0.262847
8/30/2012 3:55,-0.0755593,-0.272836,-0.282463,-0.262478
8/30/2012 4:00,-0.075008,-0.272658,-0.282342,-0.262296
8/30/2012 4:05,-0.0748185,-0.272632,-0.282456,-0.262207
8/30/2012 4:10,-0.0750707,-0.272756,-0.282776,-0.262219
8/30/2012 4:15,-0.0756952,-0.273014,-0.283267,-0.262318
8/30/2012 4:20,-0.0765486,-0.273338,-0.283881,-0.262458
8/30/2012 4:25,-0.0774182,-0.273669,-0.284589,-0.262595
8/30/2012 4:30,-0.077905,-0.273884,-0.28522,-0.26264
8/30/2012 4:35,-0.0768273,-0.273654,-0.285154,-0.262413
8/30/2012 4:40,-0.0733757,-0.272698,-0.283812,-0.261785
8/30/2012 4:45,-0.0684547,-0.271235,-0.281512,-0.2609
8/30/2012 4:50,-0.0644147,-0.269936,-0.279447,-0.260113
8/30/2012 4:55,-0.0622952,-0.269202,-0.278368,-0.259612
8/30/2012 5:00,-0.0608338,-0.268762,-0.27782,-0.259248
8/30/2012 5:05,-0.0596678,-0.268427,-0.277425,-0.258961
8/30/2012 5:10,-0.0592415,-0.268306,-0.277347,-0.258822
8/30/2012 5:15,-0.0593669,-0.268374,-0.277561,-0.258816
8/30/2012 5:20,-0.0597129,-0.268509,-0.277915,-0.258844
8/30/2012 5:25,-0.0599996,-0.268625,-0.278332,-0.258842
8/30/2012 5:30,-0.0597271,-0.268578,-0.27862,-0.258691
8/30/2012 5:35,-0.0574588,-0.267991,-0.278132,-0.258175
8/30/2012 5:40,-0.0525051,-0.266607,-0.276353,-0.257181
8/30/2012 5:45,-0.0465203,-0.264791,-0.273787,-0.255953
