DateTime,Ocean,Bay,River (50km),River (75 km)
9/9/2012 14:40,0.16,0.25,0.19,0.22
9/9/2012 14:45,0.15,0.25,0.19,0.22
9/9/2012 14:50,0.15,0.25,0.19,0.22
9/9/2012 14:55,0.15,0.24,0.19,0.22
9/9/2012 15:00,0.14,0.24,0.19,0.22
9/9/2012 15:05,0.14,0.24,0.19,0.22
9/9/2012 15:10,0.13,0.24,0.20,0.22
9/9/2012 15:15,0.13,0.24,0.20,0.22
9/9/2012 15:20,0.13,0.23,0.20,0.22
9/9/2012 15:25,0.12,0.23,0.20,0.22
9/9/2012 15:30,0.12,0.23,0.20,0.22
9/9/2012 15:35,0.11,0.23,0.20,0.22
9/9/2012 15:40,0.11,0.22,0.20,0.22
9/9/2012 15:45,0.11,0.22,0.20,0.22
9/9/2012 15:50,0.10,0.22,0.20,0.22
9/9/2012 15:55,0.10,0.21,0.20,0.22
9/9/2012 16:00,0.10,0.21,0.21,0.22
9/9/2012 16:05,0.09,0.21,0.21,0.22
9/9/2012 16:10,0.09,0.21,0.21,0.22
9/9/2012 16:15,0.08,0.20,0.21,0.22
9/9/2012 16:20,0.08,0.20,0.21,0.22
9/9/2012 16:25,0.08,0.20,0.21,0.22
9/9/2012 16:30,0.07,0.20,0.21,0.22
9/9/2012 16:35,0.07,0.19,0.21,0.22
9/9/2012 16:40,0.06,0.19,0.21,0.22
9/9/2012 16:45,0.06,0.19,0.21,0.22
9/9/2012 16:50,0.06,0.18,0.21,0.22
9/9/2012 16:55,0.05,0.18,0.21,0.22
9/9/2012 17:00,0.05,0.18,0.22,0.22
9/9/2012 17:05,0.05,0.18,0.22,0.22
9/9/2012 17:10,0.04,0.17,0.22,0.22
9/9/2012 17:15,0.04,0.17,0.22,0.22
9/9/2012 17:20,0.03,0.17,0.22,0.22
9/9/2012 17:25,0.03,0.17,0.22,0.22
9/9/2012 17:30,0.03,0.16,0.22,0.22
9/9/2012 17:35,0.02,0.16,0.22,0.22
9/9/2012 17:40,0.02,0.16,0.22,0.22
9/9/2012 17:45,0.02,0.16,0.22,0.22
9/9/2012 17:50,0.01,0.15,0.22,0.22
9/9/2012 17:55,0.01,0.15,0.22,0.22
9/9/2012 18:00,0.01,0.15,0.22,0.22
9/9/2012 18:05,0.00,0.15,0.22,0.22
9/9/2012 18:10,0.00,0.14,0.22,0.22
9/9/2012 18:15,0.00,0.14,0.22,0.22
9/9/2012 18:20,0.00,0.14,0.22,0.22
9/9/2012 18:25,-0.01,0.14,0.22,0.22
9/9/2012 18:30,-0.01,0.13,0.22,0.22
9/9/2012 18:35,-0.01,0.13,0.22,0.22
9/9/2012 18:40,-0.02,0.13,0.22,0.22
9/9/2012 18:45,-0.02,0.13,0.22,0.22
9/9/2012 18:50,-0.02,0.12,0.22,0.22
9/9/2012 18:55,-0.02,0.12,0.22,0.22
9/9/2012 19:00,-0.03,0.12,0.22,0.22
9/9/2012 19:05,-0.03,0.12,0.22,0.22
9/9/2012 19:10,-0.03,0.12,0.21,0.22
9/9/2012 19:15,-0.03,0.11,0.21,0.22
9/9/2012 19:20,-0.04,0.11,0.21,0.22
9/9/2012 19:25,-0.04,0.11,0.21,0.22
9/9/2012 19:30,-0.04,0.11,0.21,0.22
9/9/2012 19:35,-0.04,0.10,0.21,0.22
9/9/2012 19:40,-0.05,0.10,0.21,0.22
9/9/2012 19:45,-0.05,0.10,0.21,0.22
9/9/2012 19:50,-0.05,0.10,0.20,0.22
9/9/2012 19:55,-0.05,0.10,0.20,0.22
9/9/2012 20:00,-0.05,0.10,0.20,0.22
9/9/2012 20:05,-0.06,0.09,0.20,0.22
9/9/2012 20:10,-0.06,0.09,0.20,0.22
9/9/2012 20:15,-0.06,0.09,0.20,0.22
9/9/2012 20:20,-0.06,0.09,0.20,0.22
9/9/2012 20:25,-0.06,0.08,0.20,0.22
9/9/2012 20:30,-0.06,0.08,0.20,0.22
9/9/2012 20:35,-0.06,0.08,0.20,0.22
9/9/2012 20:40,-0.07,0.08,0.20,0.22
9/9/2012 20:45,-0.07,0.08,0.20,0.22
9/9/2012 20:50,-0.07,0.08,0.19,0.22
9/9/2012 20:55,-0.07,0.08,0.19,0.22
9/9/2012 21:00,-0.07,0.08,0.19,0.22
9/9/2012 21:05,-0.07,0.07,0.19,0.22
9/9/2012 21:10,-0.07,0.07,0.19,0.22
9/9/2012 21:15,-0.07,0.07,0.19,0.22
9/9/2012 21:20,-0.07,0.07,0.19,0.22
9/9/2012 21:25,-0.07,0.07,0.19,0.22
9/9/2012 21:30,-0.07,0.07,0.19,0.22
9/9/2012 21:35,-0.07,0.07,0.19,0.22
9/9/2012 21:40,-0.08,0.07,0.19,0.22
9/9/2012 21:45,-0.08,0.06,0.19,0.22
9/9/2012 21:50,-0.08,0.06,0.18,0.22
9/9/2012 21:55,-0.08,0.06,0.18,0.22
9/9/2012 22:00,-0.08,0.06,0.18,0.22
9/9/2012 22:05,-0.08,0.06,0.18,0.22
9/9/2012 22:10,-0.08,0.06,0.18,0.22
9/9/2012 22:15,-0.08,0.06,0.18,0.22
9/9/2012 22:20,-0.08,0.06,0.18,0.22
9/9/2012 22:25,-0.08,0.06,0.18,0.22
9/9/2012 22:30,-0.08,0.06,0.18,0.22
9/9/2012 22:35,-0.07,0.06,0.18,0.22
9/9/2012 22:40,-0.07,0.06,0.18,0.22
9/9/2012 22:45,-0.07,0.06,0.18,0.22
9/9/2012 22:50,-0.07,0.06,0.18,0.22
9/9/2012 22:55,-0.07,0.06,0.17,0.22
9/9/2012 23:00,-0.07,0.06,0.17,0.22
9/9/2012 23:05,-0.07,0.06,0.17,0.22
9/9/2012 23:10,-0.07,0.05,0.17,0.22
9/9/2012 23:15,-0.07,0.05,0.17,0.22
9/9/2012 23:20,-0.07,0.05,0.17,0.22
9/9/2012 23:25,-0.07,0.05,0.17,0.22
9/9/2012 23:30,-0.07,0.05,0.17,0.22
9/9/2012 23:35,-0.07,0.05,0.17,0.22
9/9/2012 23:40,-0.06,0.06,0.17,0.22
9/9/2012 23:45,-0.06,0.06,0.17,0.22
9/9/2012 23:50,-0.06,0.06,0.17,0.22
9/9/2012 23:55,-0.06,0.06,0.16,0.22
9/10/2012 0:00,-0.06,0.06,0.16,0.22
